"","student_id","student_name","student_score","student_range","student_answer"
"639","20190639","³Ç³¯¼ï",68.75,"mean","BCCDECBEDBCDEDDAACDA"
"640","20190640","¬fÄ³½²",75,"mean","BCCBEEDAACCDEEDDACDB"
"641","20190641","¶À·¨¾ì",12.5,"bottom","DCD*CE*C*ACDCDDD**AD"
"642","20190642","ªLÂÅ¹Ú",87.5,"front","BCCDEEDEABCDEEDABCEB"
"643","20190643","ÂÅ¨Î¬F",51.25,"rear","DCC**CDE*BCDEA***CDB"
"644","20190644","¦t§õÄ£",62.5,"mean","BCCDEEBEEECEEEBAACDD"
"645","20190645","ªL»¨©µ",82.5,"front","BCCDEEDEAECEEEDAA*DB"
"646","20190646","·_ªÖ¼ä",43.75,"rear","CBEBAEDEDBCDEEDBCCAB"
"647","20190647","¤p·çÂ×",50,"rear","ECEDECCEADCDEEDEBBDB"
"648","20190648","­õ¤Ò¹ù",100,"top","BCCDEEDEABCDEEDAACDB"
"649","20190649","½²¬x¼y",37.5,"rear","AEDDEAAECBCDEDDEAAAB"
"650","20190650","«Ø²ø«Å",87.5,"front","BCCDEEAEABCDEEDAADDB"
"651","20190651","«Û§»ªô",56.25,"rear","BCCCAEDEABCDCBADAADB"
"652","20190652","´_¿à©P",25,"bottom","BCCBCBAAEAECCADAAEDB"
"653","20190653","Ä³Àd¶²",81.25,"front","BCCDEEDBAECDEEDCACDB"
"654","20190654","ªL§ù¶v",43.75,"rear","ACECEBDEABCAEEDBCBCB"
"655","20190655","¼ä³\ÃQ",25,"bottom","BBCDEEECCAEEBDDCBEDB"
"656","20190656","³\»¨½²",68.75,"mean","BCCDEEAEABCBEEADAEDB"
"657","20190657","»F§d¶À",31.25,"bottom","ECCBDEEEAAEDDDABCCDB"
"658","20190658","Â²»FÄQ",68.75,"mean","BCCDCECEABBDEEEDACDB"
"659","20190659","³¯¥­§õ",62.5,"mean","ACCDEEDAACBDBEDAAADB"
"660","20190660","°¶ªL³¯",100,"top","BCCDEEDEABCDEEDAACDB"
"661","20190661","³¯«h¤ý",50,"rear","BDADEEDEACDDBEDADADE"
"662","20190662","©ý­³©s",68.75,"mean","BCCEEEDEADCDEDDABBDB"
"663","20190663","¯q³¯ÀA",68.75,"mean","BCDDEEBDCBCDEEDAACDD"
"664","20190664","ªL¤Ò«~",68.75,"mean","ECCDEBDEAACDEEDCACDD"
"665","20190665","­³¦t³¯",43.75,"rear","BBCDEADBADDEEEDDBDDB"
"666","20190666","²»¤p¬F",93.75,"top","BCEDEEDEABCDEEDAACDB"
"667","20190667","­³­õ³¹",68.75,"mean","BCCDEEDEABBEEADDAEDB"
"668","20190668","Â×©v­õ",0,"bottom","********************"
"669","20190669","»²®a½t",100,"top","BCCDEEDEABCDEEDAACDB"
"670","20190670","¶vÄ£¿§",100,"top","BCCDEEDEABCDEEDAACDB"
"671","20190671","³\¥à¬f",37.5,"rear","DCDDABDEEACDEADEBCDD"
"672","20190672","³¯´¿«í",25,"bottom","CADDEACDEBADEEAAEBDC"
"673","20190673","ÁÂ»T¼B",25,"bottom","DCDDEACBBBCEDEBBDBDB"
"674","20190674","½²½²ºa",37.5,"rear","BCBDBADBABCEAADDEBDB"
"675","20190675","²[½±§»",100,"top","BCCDEEDEABCDEEDAACDB"
"676","20190676","§dªL¶À",43.75,"rear","BCDDBEDECBCBAEAAEDEB"
"677","20190677","æ¢®¶¬f",25,"bottom","EBECDEDDDDCAEBDEBCDB"
"678","20190678","¿«´¼³Í",25,"bottom","BCACEEAACACBECDCEEEB"
"679","20190679","«H§ù®}",93.75,"top","BCCDECDEABCDEEDAACDB"
"680","20190680","¶vµüªÖ",56.25,"rear","BCCCECDECBCDCCDDDCDB"
"681","20190681","¬ÕªL¸â",37.5,"rear","BCADAAAECDDDDEDACCCB"
"682","20190682","¹©ªL¬Ó",75,"mean","CCCDEEDBABBDEEDAACAB"
"683","20190683","¬R§õ¬Õ",100,"top","BCCDEEDEABCDEEDAACDB"
"684","20190684","³¯­««h",81.25,"front","ACCDEEDEABCCEEDAACEB"
"685","20190685","¶²«h½±",0,"bottom","AEEEEEABBCCCCDBEEADD"
"686","20190686","³¯¤Í¦|",18.75,"bottom","BEBABBAECCADDCAAACDC"
"687","20190687","¬xªL¬x",50,"rear","BBCCBEBEEBEDBEDAADDB"
"688","20190688","»²¨}¾ì",62.5,"mean","EECBEEDECBCDEEEAABDB"
"689","20190689","­õ«a»¨",81.25,"front","BCCBEEDEADCDEEAAACDB"
"690","20190690","¨^¬Õ¾§",87.5,"front","BCCDEEBEACCDEEDAACDB"
"691","20190691","¤Í°¶¼y",56.25,"rear","ECADCDDEADBDEEDABCDB"
"692","20190692","¥°§õ«³",43.75,"rear","BCCBEEBEABACCCCAACCA"
"693","20190693","®m°ª§Ê",27.5,"bottom","EBDDBEC*ABEDC*DABCAA"
"694","20190694","ªLªô¾§",50,"rear","BDEDEEAAADCAEEDBABDB"
"695","20190695","½÷®¦¦p",43.75,"rear","BECCEEDEADACDCDDAEDB"
"696","20190696","§»¬Õ¦¨",25,"bottom","BBABEADEDBCBDADEAECD"
"697","20190697","³¢ªò«Û",0,"bottom","********************"
"698","20190698","¨|¿Ä¶À",25,"bottom","AECBBADDBCCDAADABCBB"
"699","20190699","ªL§õ³¯",68.75,"mean","BCCD*E*EABC*EA*AA*DB"
"700","20190700","ÂE¥°¶À",75,"mean","BCCDCEDEBBADEEDAACDE"
"701","20190701","­õ´¿½±",75,"mean","BCCDBEDDBBEDEEDAACDB"
"702","20190702","°U¼ä«a",37.5,"rear","BDEDEBDEABBAEBDCECBA"
"703","20190703","³¯½tÐA",81.25,"front","BCBDEEDEDBCDEEDAACEB"
"704","20190704","¾§«h§õ",80,"mean","*CCDEE*EABCD*EDAACD*"
"705","20190705","æX½²¤p",80,"mean","BCCDEEDE**CDE*DA*CDB"
"706","20190706","¿Î¬I·ç",87.5,"front","BECDEEDEABCDDEDAACDB"
"707","20190707","®¶¸â·O",31.25,"bottom","CABCCEDEECCDEEDACABA"
"708","20190708","³¢«Å¸â",81.25,"front","BCCDEEEEADCDEEDAACDD"
"709","20190709","»ÊÄ£æX",56.25,"rear","BCCDCEDEABADEAAABDEB"
"710","20190710","§ù­õªL",62.5,"mean","BCAADEDEABCDBECAACAB"
"711","20190711","§ÊÃýªL",43.75,"rear","BCCEEBCEADCDDCDACBDE"
"712","20190712","¬x§d¹Ú",31.25,"bottom","ACCDEEDDEDAAEDDACDCA"
"713","20190713","¥òªL¬x",37.5,"rear","BCDDCEEBDBBDEEBBEEDB"
"714","20190714","¤åÂE²M",75,"mean","BCCDEBDEAACDEEDCACBB"
"715","20190715","ªL­«æX",43.75,"rear","BDCBEEDEBBBECEAEACDA"
"716","20190716","´¼©síõ",43.75,"rear","CCBAEEDEBBECEEDBAADA"
"717","20190717","¼Ý´¼Þ±",81.25,"front","BBCDEADEABCDEECAACDB"
"718","20190718","·×«ÛÀd",87.5,"front","BCBDEEDEABCDEDDAACDB"
"719","20190719","¥Ã©µ´¼",42.5,"rear","B*CCBADABB*DE*DACC*B"
"720","20190720","ªl¾§½²",45,"rear","BC*A*EDE*BD*E*BA*CDA"
"721","20190721","¤ÒÀd°¶",93.75,"top","BCCDECDEABCDEEDAACDB"
"722","20190722","ÂE·¨¶À",21.25,"bottom","CCCBEEDDBBC*BDB*EAEA"
"723","20190723","³¯¤åª@",87.5,"front","BCCDEEDEABDDEEDAACAB"
"724","20190724","«Ø²[§õ",50,"rear","BCCBEEBEAECDAADEBCDA"
"725","20190725","¶À¾§¸ê",75,"mean","BCCDEEDEDECBEEDBACDB"
"726","20190726","¬fªô¼ä",87.5,"front","BCCDEEDEABCDEAEAACDB"
"727","20190727","¨^¬f¯Î",68.75,"mean","BCCDEDEEABCBEEDACCAB"
"728","20190728","ªô¸­«H",68.75,"mean","BCBDEEEAABCDECDDACDB"
"729","20190729","§õªL®¦",70,"mean","BBCDE*DEABCDEECBACAB"
"730","20190730","¶À­õ´¼",43.75,"rear","ACCCEEDEDADDEACEABDB"
"731","20190731","ªL«³¦|",81.25,"front","BBCDBEDEABCDEEDAACDD"
"732","20190732","²[®}¦|",43.75,"rear","BBDBEEDEDBDDEECDBCDA"
"733","20190733","¬Ó¾G«³",31.25,"bottom","BCDDAADEADCDDBADAEAC"
"734","20190734","·ç³\©M",37.5,"rear","BCDDEBBEEBCDAEABADCD"
"735","20190735","ªL¬Ó²ø",27.5,"bottom","*CCAC*DEE**DBE*CA*C*"
"736","20190736","§d¬f³Ç",75,"mean","BCCDEEEEABCDEEDEACBD"
"737","20190737","®}¬Õ´ï",100,"top","BCCDEEDEABCDEEDAACDB"
"738","20190738","³¢ªl¸ê",18.75,"bottom","AACEBEEEBCBDBEDBBDDC"
"739","20190739","´_¶À¬Ó",50,"rear","DCCEEEADEBCDEBDADCDA"
"740","20190740","³¯¤Í¶v",100,"top","BCCDEEDEABCDEEDAACDB"
"741","20190741","ªL¯q²[",68.75,"mean","ACCDEEBEBBCDEEDADCDC"
"742","20190742","µü¦¨¤l",50,"rear","BCCDABDEAAEDEECBCCCB"
"743","20190743","¿Î¥°µ¾",62.5,"mean","BCBDEEDBCCCDBEDAACDC"
"744","20190744","¬x¤Ñ©M",81.25,"front","BCCDAEDEABCEEEDAADDB"
"745","20190745","³¢¯Î¦t",75,"mean","BDCDEEDEEBABEEDAACDB"
"746","20190746","¤ý¨LÂE",25,"bottom","BACBDECCADEDDADDAAAB"
"747","20190747","§õ±i§õ",53.75,"rear","BBB*EEDAEACDEED*A*DB"
"748","20190748","½²¨}«³",81.25,"front","BCCDCEDEADCDEEDEACDB"
"749","20190749","¦|«³­§",93.75,"top","BCCDEBDEABCDEEDAACDB"
"750","20190750","´¼¤Ò®õ",68.75,"mean","ECCDEEDEABCDBEBAAAAB"
"751","20190751","³Í±M¬F",31.25,"bottom","CECCEEDADBCEECBEDDDB"
"752","20190752","®m¯q©É",75,"mean","ECCDEEDEADCDEEDAACAC"
"753","20190753","¸sªô§Ê",46.25,"rear","BCD**B*EABCD**DA*CE*"
"754","20190754","Ä³§õ¶À",37.5,"rear","ADCDEEABCBEDCCDAABCB"
"755","20190755","ëÞ²M®a",68.75,"mean","BCCDEADEABAEEDDAACEB"
"756","20190756","·¨ëù¾G",100,"top","BCCDEEDEABCDEEDAACDB"
"757","20190757","½±¹©¬f",27.5,"bottom","BBCDCAAEDB*DEBADA*EE"
"758","20190758","©ú¨^Ä¬",50,"rear","BCBBEDDEDEEDEAEAACDB"
"759","20190759","¬RÂE²»",75,"mean","BCCDEEDBABCEEEBBACDB"
"760","20190760","²[²[¥­",0,"bottom","********************"
"761","20190761","®¦©s¶À",45,"rear","*BC**BDDAB*DECDAA*D*"
"762","20190762","¶v´¿µü",87.5,"front","BCCDEEDAABCDEEDDACDB"
"763","20190763","´_ªl«³",50,"rear","DCCBBEAECBADABDAACDB"
"764","20190764","ªé®m«a",100,"top","BCCDEEDEABCDEEDAACDB"
"765","20190765","¾§½²¹F",47.5,"rear","DCCDEEAE*B***E*AA***"
"766","20190766","¿ÎªL§Ê",63.75,"mean","CC**E*DEABCD**DAAC*B"
"767","20190767","ªY¬f³¹",87.5,"front","BCCDEEDEAACDEEDACCDB"
"768","20190768","Ðw³Ó©µ",56.25,"rear","BBCDEEDABBBDDEDEACBB"
"769","20190769","±lÌÉ¼y",62.5,"mean","CCCDEEDEEBAAAEDEACDB"
"770","20190770","¿«´¼¬f",68.75,"mean","BCCDEEDDABDCEEDABCBB"
"771","20190771","Ä¬°¶ÀA",75,"mean","BCCBDEDEABADEDDAACDB"
"772","20190772","«H«Û¸­",81.25,"front","BCCDEEDCABCDEEDADEDB"
"773","20190773","´¼«Å®¦",100,"top","BCCDEEDEABCDEEDAACDB"
"774","20190774","¿Î³Ç¸s",81.25,"front","BCCDECDEBBCDEEDAAADB"
"775","20190775","­«´¼®õ",56.25,"rear","B*C*EEDEA*C*EE*DBCAB"
"776","20190776","µÎ©v«H",87.5,"front","BCCBEEDEABCDEEDDACDB"
"777","20190777","±l³ì¬x",100,"top","BCCDEEDEABCDEEDAACDB"
"778","20190778","§±½²³¯",93.75,"top","BCDDEEDEABCDEEDAACDB"
"779","20190779","æX°¶§õ",25,"bottom","ECEDBDAEABCCDDDAEDBE"
"780","20190780","«³¨^¿«",0,"bottom","********************"
"781","20190781","øÊ®}§Ê",81.25,"front","ECCDEEDEABCDEEBADCDB"
"782","20190782","¹ù¦|³¯",31.25,"bottom","BCABEBDAACCCAADABCBC"
"783","20190783","½±¬Õªô",62.5,"mean","AECDECDDABEDEEDAACEB"
"784","20190784","¦¨³¯·_",87.5,"front","BCCDEECAABCDEEDAACDB"
"785","20190785","­õªL±M",25,"bottom","CCBCAEDEDACDAAAEBCAB"
"786","20190786","½²³¯²[",81.25,"front","BCCDCEBEABCDEEDAADDB"
"787","20190787","©É¦t¯q",0,"bottom","********************"
"788","20190788","·ìÄQ¦p",0,"bottom","********************"
"789","20190789","§u¬x³\",62.5,"mean","BCCDEECEEBCCEEDDABAB"
"790","20190790","«HÁ¾°¶",31.25,"bottom","ECCDBAEDABBDEECECCAE"
"791","20190791","»F¬f«T",81.25,"front","BCCDEDDEABDDEEDCACDB"
"792","20190792","­§±M¾ì",87.5,"front","BCCDEEDEABCDDADAACDB"
"793","20190793","¿Ùªé·O",100,"top","BCCDEEDEABCDEEDAACDB"
"794","20190794","Ú{·×®m",87.5,"front","BCCBEEDEACCDEEDAACDB"
"795","20190795","§õ®Ñ¼ï",75,"mean","BCEDEEDEABCDEEDAABEE"
"796","20190796","¿A³Í³\",81.25,"front","BCCEEEDEABCABEDAACDB"
"797","20190797","ÐA«Ø¼©",75,"mean","BCCDCEDEABCDEEDAEDBB"
"798","20190798","©y½²¶À",76.25,"mean","CCCDEEDEABC*AEDABCDB"
"799","20190799","ª@¥à´ï",68.75,"mean","BCCDECAECBCDEEDBAEDB"
"800","20190800","²[¶Àªô",87.5,"front","BCCDEADEABCBEEDAACDB"
"801","20190801","ÂE¬xªl",0,"bottom","********************"
"802","20190802","¼©§u¤¯",81.25,"front","BBCBEEDEABCDEEDAACBB"
"803","20190803","íõ­³¾G",81.25,"front","BCCAEEDEABBDEECAACDB"
"804","20190804","³¯ªL·×",81.25,"front","BCCDEEDEABCDCBDAADDB"
"805","20190805","ÅÇÃý¾§",87.5,"front","BCDDEEDEDBCDEEDAACDB"
"806","20190806","©u°ª§õ",53.75,"rear","BCCDEED*A*C*ECCACAEB"
"807","20190807","´¼¬À§õ",93.75,"top","BCBDEEDEABCDEEDAACDB"
"808","20190808","¶À§d§õ",100,"top","BCCDEEDEABCDEEDAACDB"
"809","20190809","¬Õ®}®}",81.25,"front","CCCDEDDEABCEEEDAACDB"
"810","20190810","¤Ñ¨^»ö",46.25,"rear","BCCEAB*EABADC*DACADB"
"811","20190811","©÷¼F«H",75,"mean","BCCDBEDAABCDEEDCACCB"
"812","20190812","¶À¤å¶À",75,"mean","BBCDEEDEABCDAEDACADB"
"813","20190813","§dÃQ®m",62.5,"mean","BCADEEDEDBCEEEAACDDB"
"814","20190814","¶À©µ¶À",43.75,"rear","ACCCECADABBEECAAACDB"
"815","20190815","±M¤åÂÅ",33.75,"bottom","DCDDEEBECBB**DDABBDC"
"816","20190816","³Í§ù§»",62.5,"mean","BDCDEEDEABCECEEAAEDE"
"817","20190817","¸sªé¤p",37.5,"rear","BBADAECCBBDDEEBAEDDB"
"818","20190818","³ÓÁÂ¾Ð",75,"mean","BCC*EED*A**DEEDAACD*"
"819","20190819","³¯¶À§»",13.75,"bottom","B*DB*BDEDBAA***EDED*"
"820","20190820","ªl¯q¦t",68.75,"mean","ADCBEEDEABBAEEDAACDB"
"821","20190821","Ú]µ¾«H",43.75,"rear","BDCDECDBAADEEEABADDB"
"822","20190822","¸­¤p³¯",50,"rear","BCADCEDEDDADECDACCEB"
"823","20190823","¦p§õ§ù",56.25,"rear","ECCBEBDEEBBAEEDAABDB"
"824","20190824","¨Î¤ý¼Ý",81.25,"front","BCCDEEDEBBCDDADAACDB"
"825","20190825","³¢³¯§õ",62.5,"mean","ACADECDECBBDEEDAACBB"
"826","20190826","¦³§d±ê",75,"mean","BCCDEEDECBADECDAECDB"
"827","20190827","³¯ÀA­õ",0,"bottom","********************"
"828","20190828","·ç³¯¥°",100,"top","BCCDEEDEABCDEEDAACDB"
"829","20190829","«~·çªô",0,"bottom","********************"
"830","20190830","³\°¶¦t",37.5,"rear","BCAECADAEECDAEAAACDD"
"831","20190831","³¯¼y©u",31.25,"bottom","EDADEEDAAADCBEEEACDE"
"832","20190832","°·³\¹ù",25,"bottom","CBBEEBDCACCDDEDDAAAE"
"833","20190833","°¶¬x»ô",43.75,"rear","ECCDEDECCCBDEBDAAEDB"
"834","20190834","´­¦|³\",31.25,"bottom","BADDCDCECACBCEBAAEDB"
"835","20190835","³Í§õ§õ",25,"bottom","CCADDEECEDBDDEDEAAAB"
"836","20190836","©v¼F¿§",87.5,"front","BCBDEEDEABCDEEDACCDB"
"837","20190837","¹ÚÀA©s",100,"top","BCCDEEDEABCDEEDAACDB"
"838","20190838","§õ«Å·×",68.75,"mean","BCBDECEEABCDCEDDACDB"
"839","20190839","¨|ºa´¼",56.25,"rear","BCCABEBEADCAECDAADDB"
"840","20190840","¦t¬Ó¹Å",93.75,"top","BCCDEBDEABCDEEDAACDB"
"841","20190841","²»¸â²ø",18.75,"bottom","ACCDCADACDAABDDBADDA"
"842","20190842","³¯ÌÉ¬f",62.5,"mean","BBCDEEDEABADEADAADAC"
"843","20190843","ªL¬x«Û",23.75,"bottom","*BCCE*CACDCDE*ECCCD*"
"844","20190844","¯³°·¤Í",31.25,"bottom","BBECEEDBBECEBEDAEEEB"
"845","20190845","¶ÀªL½²",87.5,"front","BCCDDEDEABCDEEEAACDB"
"846","20190846","ªL°·¦t",81.25,"front","BCCDEEDEAECDEEDAADBB"
"847","20190847","²[®a»F",48.75,"rear","B*****DEABC***D*DCDB"
"848","20190848","«H¼BøÊ",50,"rear","EDCAEEDBACCEEEDACBDB"
"849","20190849","³ÇªlªL",62.5,"mean","BDCDEDAEBBEDEEDABCDB"
"850","20190850","¼Ý§õ°¶",87.5,"front","BCCDEEDEABCAEEDDACDB"
"851","20190851","·¶§Ê°ê",81.25,"front","ECADEEDEABCDEBDAACDB"
"852","20190852","«a«³³¯",37.5,"rear","CACDEEDEBAEBBCEAACDC"
"853","20190853","¼y¾§µ¾",75,"mean","BCCDEEDEBBCBEEDDAEDB"
"854","20190854","ÄP¥­ÂÅ",71.25,"mean","ACCCEEDAABCDE*D*ACDB"
"855","20190855","íõªL»¨",81.25,"front","BCCDAEDEABCDAEDEACDB"
"856","20190856","¤Í©s«Å",57.5,"rear","BCED**DE**BD*EDAAC*B"
"857","20190857","½÷ªL©É",87.5,"front","BCCDEEDEABCCEEDAAEDB"
"858","20190858","¼Ý¹Ú¹©",100,"top","BCCDEEDEABCDEEDAACDB"
"859","20190859","³Ç¾§¬f",33.75,"bottom","ECDEEE**BBBAEEDCABBB"
"860","20190860","®m®m¼Ý",87.5,"front","BCCAEEDEABCDECDAACDB"
"861","20190861","©ýªL»¨",100,"top","BCCDEEDEABCDEEDAACDB"
"862","20190862","«ÅëÞ®a",87.5,"front","ECCDEEDEABCDEEDAAADB"
"863","20190863","³Ç©É¹F",43.75,"rear","BDCDBEDCABCAEADABDBD"
"864","20190864","«hªL¯q",43.75,"rear","ECCDDABCABCDBEEEADDB"
"865","20190865","§õ²[®õ",56.25,"rear","BCCEEEDADBCECEDAECDE"
"866","20190866","ºa®a§»",43.75,"rear","BDABEEDEACCDEEEDDCED"
"867","20190867","¬Õ³¯½²",43.75,"rear","BECEADADABCCEEDAEADB"
"868","20190868","®m²M¾§",93.75,"top","BCCDEEDEABCDEEDAACDC"
"869","20190869","®}µ¾°ê",0,"bottom","********************"
"870","20190870","§u¦¶§±",100,"top","BCCDEEDEABCDEEDAACDB"
"871","20190871","©y½÷±i",100,"top","BCCDEEDEABCDEEDAACDB"
"872","20190872","«³¯q®a",100,"top","BCCDEEDEABCDEEDAACDB"
"873","20190873","¹ÅÃ¹ªL",56.25,"rear","BBDDCEDDBBCDEEDAACAE"
"874","20190874","ªL´­´ï",37.5,"rear","BBCBEEDEABDEAACDCDDB"
"875","20190875","À¹³¯´I",66.25,"mean","**CDEEDEABCD*CAAACDA"
"876","20190876","¥°±êªL",37.5,"rear","BDCEDEADAECDEECDAEAB"
"877","20190877","²M®a·¨",68.75,"mean","BCCDEDEEAECCEEDDACDB"
"878","20190878","³Ó¿Ù¬ã",77.5,"mean","*CADEEBE*BCDEEDAACDB"
"879","20190879","¬x§õ·¶",93.75,"top","BCCDEADEABCDEEDAACDB"
"880","20190880","½±§»½²",25,"bottom","BADDADCEDCCDBABBACDA"
"881","20190881","§õ¬ã¬ã",93.75,"top","BCCDEEDEABCDBEDAACDB"
"882","20190882","©Ó¸s½²",0,"bottom","********************"
"883","20190883","»TøÊ§õ",31.25,"bottom","CBBDEDDEABDEBBDEACAA"
"884","20190884","®a©M¤¯",93.75,"top","BCCDEEDEABCDEEDADCDB"
"885","20190885","·O¤Ò§±",62.5,"mean","BCACEEDCABCDDEDAADCB"
"886","20190886","¬xÂÅªL",100,"top","BCCDEEDEABCDEEDAACDB"
"887","20190887","¹Å¦t¼B",81.25,"front","BCCDEEDEEBCDEEDAAABB"
"888","20190888","¬x¿«¹F",0,"bottom","********************"
"889","20190889","»¨¤Í®¦",0,"bottom","********************"
"890","20190890","¤å¬ã«Û",75,"mean","BCCDBEDEABDDEECAECDB"
"891","20190891","¦|§d¬Õ",81.25,"front","BDCDEEDCABCDEBDAACDB"
"892","20190892","¨Ø¶²¤l",93.75,"top","BCCDEEDEABCDEDDAACDB"
"893","20190893","½²¬F«H",87.5,"front","ECCDEEDCABCDEEDAACDB"
"894","20190894","¶À²[³¯",75,"mean","BCCDCEDEABBDEDCAACDB"
"895","20190895","ªY§»¼F",75,"mean","BCCDAEDDABCDEEAAAADB"
"896","20190896","«a³ÓÂ²",68.75,"mean","CDCDEEDDABCCEEAAACDB"
"897","20190897","»²§õ³¯",37.5,"rear","CACDBEDBAAEDEADBDCDD"
"898","20190898","­§»¨¬x",31.25,"bottom","EDCDDBCCABCDECBAADBC"
"899","20190899","»¨©µ­õ",75,"mean","BCCDEEDEABCEBEDACCDC"
"900","20190900","ªôÄ¬©P",62.5,"mean","BCCDEEDEACCCEEAADCBE"
"901","20190901","¨Î±ê¸s",68.75,"mean","BCDDDEDECBCDEEEADCDB"
"902","20190902","¼ï¯³ºû",62.5,"mean","BCCDECACADCCEEDAAEDB"
"903","20190903","Ä³¹©¬x",31.25,"bottom","BCEABBDDADEDEEDECAAB"
"904","20190904","Ä¬ªò§d",25,"bottom","ACEDCCDDABAADECDAAEB"
"905","20190905","´I³\ÅÇ",62.5,"mean","BBCAEEDEABCDECDBAAEB"
"906","20190906","±M¾§«a",37.5,"rear","ECCEAADBABCAEECDBDDB"
"907","20190907","ªL¯q°¶",62.5,"mean","BEEDEECEACCDEEBACCDB"
"908","20190908","®}µ¾«³",68.75,"mean","BDCDCDDEABCDEADADCDB"
"909","20190909","¨|³¢¬Õ",100,"top","BCCDEEDEABCDEEDAACDB"
"910","20190910","«Û³\ªY",37.5,"rear","BBBDEEBCABDAEDEACCBB"
"911","20190911","¥à´¼ªL",100,"top","BCCDEEDEABCDEEDAACDB"
"912","20190912","³ìªL²[",87.5,"front","BCCDEEDEEBCDEDDAACDB"
"913","20190913","­õ±êªÖ",25,"bottom","DDCDBADDEDDDEEEAEACB"
"914","20190914","¤¯³¯®¦",75,"mean","CCCDDEDEABCDEEDACCDA"
"915","20190915","³¢¬xªL",25,"bottom","DDBDBECBEEBDEEAEBCDB"
"916","20190916","ªL¶À¼ï",0,"bottom","********************"
"917","20190917","«h¬À³¯",43.75,"rear","BCDEBADCABCCEEDADCCA"
"918","20190918","§õ±l¬M",100,"top","BCCDEEDEABCDEEDAACDB"
"919","20190919","«hªL±l",100,"top","BCCDEEDEABCDEEDAACDB"
"920","20190920","¸­§Ê³Ç",0,"bottom","********************"
"921","20190921","¶²³¯ªÖ",25,"bottom","EDCBBDCBEDBDDEDAACDA"
"922","20190922","·¨³sªL",81.25,"front","BEADEEBEABCDEEDAACDB"
"923","20190923","©÷¾§ÀA",81.25,"front","BCCDEEDADBCDBEDAACDB"
"924","20190924","½t®}»T",66.25,"mean","BCCAE*DEB*CDEADA*CDB"
"925","20190925","«~Ú{«H",100,"top","BCCDEEDEABCDEEDAACDB"
"926","20190926","ªL©M«³",93.75,"top","BCCDEEDEBBCDEEDAACDB"
"927","20190927","´­ªY©÷",87.5,"front","BCCDEEDDABCDEEDABCDB"
"928","20190928","¬À§õ³¯",31.25,"bottom","BECDEBBAABEDCCEACAAB"
"929","20190929","ªL·ç´_",50,"rear","BBDDEEDDACCDECDACBDD"
"930","20190930","®}©y°ê",25,"bottom","CAADBEDDABACCDDCDCBB"
"931","20190931","®]ªl¬x",100,"top","BCCDEEDEABCDEEDAACDB"
"932","20190932","»¨¦w½±",100,"top","BCCDEEDEABCDEEDAACDB"
"933","20190933","¨Ø®Ñ¨Î",81.25,"front","BCCAECDEABCDCEDAACDB"
"934","20190934","µü©É¼B",43.75,"rear","DCCCEEDEDCCAAEDAECBE"
"935","20190935","ªLªL¤p",31.25,"bottom","EDCBEAAECBDDECDECCDE"
"936","20190936","ªL·¨ëÞ",31.25,"bottom","ACBDEDEECACCDADDAEDB"
"937","20190937","ÐA¤¯ª@",0,"bottom","********************"
"938","20190938","§õ¶À¨|",18.75,"bottom","BCBAEEDCCADAAEBEDDBB"
"939","20190939","¤Í³¯µ¾",100,"top","BCCDEEDEABCDEEDAACDB"
"940","20190940","«a¦t´¼",25,"bottom","BECAEADDCCCBCADDADDD"
"941","20190941","¬I½²ªò",93.75,"top","BCCDCEDEABCDEEDAACDB"
"942","20190942","³¯­§Á¾",81.25,"front","ECCDEEDEAABDEEDAACDB"
"943","20190943","©úªYµ¾",56.25,"rear","CCBDADEECDCDEEDAACDB"
"944","20190944","³¯¸ê§g",40,"rear","**CDE*D*ABBAEE**CED*"
"945","20190945","«h¨}·O",31.25,"bottom","EEEAEBBEBDCBEBDACCDB"
"946","20190946","¿Ä½²¦|",43.75,"rear","CDCDDEDECBCCEDCAACEA"
"947","20190947","¬F»¯§õ",37.5,"rear","DCCDECBCCECAEEBBACDD"
"948","20190948","½±¹Å¨}",37.5,"rear","BADAEDACBBCDEEDBBCDA"
"949","20190949","Â×µ¾¬f",93.75,"top","BCCDEEDEABCDEEDAACBB"
"950","20190950","¶À§õ³¯",68.75,"mean","BCCEECDBABEDEEDAACDA"
"951","20190951","§Ê¿«ªL",87.5,"front","BCCDCEDEABCBEEDAACDB"
"952","20190952","ªlæ¢¥ò",81.25,"front","BCEDECDECBCDEEDAACDB"
"953","20190953","¬f¼B½t",56.25,"rear","BAAEEEDEABBDEEDAEBCB"
"954","20190954","¶ÀÚ{¼B",18.75,"bottom","EEBDCABCCBCDEBDBDBAB"
"955","20190955","ÃQ´ï°¶",75,"mean","BCCCBEDBABCDAEDAACDB"
"956","20190956","¬Õ·¡ªé",37.5,"rear","BDDDAEDEECCACDCAECDB"
"957","20190957","³¯­«±l",75,"mean","BCCBEEEEBBCCEEDAACDB"
"958","20190958","ªL®¦¾§",37.5,"rear","BAEDEDDDABBDBEDEDDDA"
"959","20190959","¨|ªLªô",50,"rear","BCCCEADBBBCAEEDACEDE"
"960","20190960","­§¤Ñªô",75,"mean","BCCDEEDDABCDCBDAECDB"
"961","20190961","Ãý©ý¾ì",62.5,"mean","B**EE**EABCDEBD*ACDB"
